6.392708946079300736e-01,3.503519199983061716e-01,8.869896494595517211e-01,7.315089393384412553e+00
7.002179579841361079e-02,8.119048721788362233e-01,2.475568517714341610e-01,8.730985051351016324e+00
9.920993814688168211e-01,7.532778408818885385e-02,9.511321223595241570e-01,9.630487115469708925e+00
5.958012086581827571e-01,3.041709142683974854e-01,9.968032059601594774e-01,9.605177212014710975e+00
3.418448903201092293e-01,1.308821275831845155e-01,5.467303394167014607e-01,6.178020817417019472e+00
4.561285990245971256e-01,1.711350695207197736e-01,9.432054038242342342e-01,7.033591288882528048e+00
8.506240650809382409e-01,1.853656731188599860e-01,6.559269699806021814e-01,7.696838262402984299e+00
2.817176371271586932e-01,1.015763384111535439e-01,7.503146402750943134e-01,5.923147735787807733e+00
7.234689223460123442e-01,9.907097366153876372e-01,6.598859734451205661e-01,7.420476133762841542e+00
2.008196622144208243e-01,7.300268406225907114e-02,1.939730608380145771e-01,9.842552831443816430e+00
3.352591667241494600e-01,6.326790482361168699e-01,8.489392625101320755e-01,8.688592021412567590e+00
4.523550958015414292e-01,1.915444290240081449e-01,9.034194512932248733e-01,7.727032789162251447e+00
9.522975637472419486e-01,4.473491091257796315e-01,5.500628120248923780e-01,8.999050878073678206e+00
2.468761045314261660e-01,4.595943172187371140e-01,8.047157146358447921e-01,4.621023402759205645e+00
2.282018467276618612e-01,3.248248124573159812e-01,4.639422372835777519e-02,9.743904015745735947e+00
9.557034410674558611e-01,2.249507014785747661e-01,8.004128976697386655e-01,8.321581912235126666e+00
9.317725026695700130e-01,9.030376550960532711e-01,9.563274817887769119e-01,4.581629333256121761e+00
5.198086194067892407e-01,1.621707291622419556e-01,5.443778855351105728e-01,5.955863650133935039e+00
1.653200800342202736e-02,3.049721108462937202e-01,6.921931973614924294e-01,5.448927668175922889e+00
4.088363464792386104e-01,7.509707300083889869e-01,2.239260671997621577e-01,5.640264330844129148e+00
7.053096855715378366e-01,9.513462007992934399e-02,6.257817611751197440e-01,9.964229210390737279e+00
7.875899777870902785e-01,8.422779282466905659e-01,8.222742327929707384e-01,7.583864630312682209e+00
1.670235591491875393e-02,7.473250327302749518e-02,8.644824775770387770e-02,7.155013063803112416e+00
9.558931873475677854e-01,5.424617459370125738e-01,2.538715062797075595e-01,8.907282776302732685e+00
4.053210887033532606e-01,2.212471076443836004e-01,1.196991925197653517e-01,8.521660286572657839e+00
8.858677611554369724e-01,7.126116874845140892e-01,8.716794297567954652e-01,9.143965270755776586e+00
6.917996060791536950e-01,6.479327762071597219e-01,9.064972357158226357e-01,7.790167560620983700e+00
9.471165399993046741e-01,5.110423406520897549e-01,6.524211188192610145e-01,8.446293458562847078e+00
3.772891477985570452e-01,6.511577959290621997e-01,8.106848716221193296e-02,7.796498797909759304e+00
2.983930252767578173e-01,6.623311312385912197e-01,4.231180100623521678e-01,4.427087356843233401e+00
4.782785657726777995e-01,5.503689094650745517e-01,4.559752984991630731e-01,9.736077252840779295e+00
7.967736259422775191e-02,1.839576910025253476e-01,9.754278467308981071e-01,7.396382071574745254e+00
4.625219032259952900e-01,6.512866953818192695e-01,5.076264723142408508e-01,6.685608321793556463e+00
1.232924035982244648e-01,7.506051876550257074e-02,7.619553381052381891e-01,6.251521745831530197e+00
7.386432410908793100e-01,3.059156536063915022e-01,2.574040591147890300e-01,8.938512946203525544e+00
4.077753605350920019e-01,5.470576400096640590e-01,6.876559484156110624e-01,7.454686863518395157e+00
2.656121435392615471e-01,9.676563997302188858e-01,8.608049887265341038e-01,5.419580676467298908e+00
8.220109644418819306e-01,5.847319972611215722e-01,2.201957459296460806e-01,4.356652135544936577e+00
1.121683080726904036e-01,1.050799402858425546e-01,1.945701650550585304e-01,7.223254833299176170e+00
1.399931985487423702e-02,3.768625670018694862e-01,7.856186437946155454e-02,9.935736145104327122e+00
1.069860169946190709e-02,3.091817527341806926e-01,5.172904046432709180e-01,8.733962888331223695e+00
4.857148203143073495e-01,4.565747962235162660e-01,7.187477963030174388e-01,6.234538766596774195e+00
6.413233352805643994e-01,3.113824958643358620e-01,7.678571470112077746e-01,5.240890112438355786e+00
9.723784761100042751e-01,6.154249408552137091e-01,9.036195728789753190e-02,5.106152856579410759e+00
1.388116922371562811e-02,2.387252743290818602e-01,9.028858771307719522e-01,6.369240185559436718e+00
6.996151560150942750e-02,1.921964387216231751e-01,9.940298842016463965e-01,5.056305582666758447e+00
5.141765723784058606e-01,4.615379892302332587e-01,7.346433417753220896e-01,8.022773061755387403e+00
6.426096615889177466e-01,1.395942325672674400e-01,7.335582249960397316e-01,7.498682607925442944e+00
7.532591887484213489e-01,4.231348978621247703e-01,9.496392375152619136e-01,7.769509078844544447e+00
5.960527082245370423e-01,2.459065563832264489e-01,9.157021792313210229e-01,6.690733579369272377e+00
6.717851596911172951e-01,1.419680863384059633e-01,3.002981491962146698e-01,6.359154335140362768e+00
