-9.689551905362483453e-01,-9.689551905362483453e-01
-1.135449054476812325e+00,-6.235054934171053997e-02
-1.195763401949753169e+00,-1.195763401949753169e+00
-1.197291876905246522e+00,-1.197291876905246522e+00
-8.838201698310355070e-01,-8.838201698310355070e-01
-9.510101598092677300e-01,-9.510101598092677300e-01
-1.013286602634285272e+00,-1.013286602634285272e+00
-8.545278197183339142e-01,-8.545278197183339142e-01
0.000000000000000000e+00,0.000000000000000000e+00
-1.268662102907225364e+00,-8.440681976284353238e-02
0.000000000000000000e+00,-1.108296619558910123e+00
-1.021125979712266041e+00,-1.021125979712266041e+00
-1.134914771644104148e+00,-1.134914771644104148e+00
-7.117294690630535658e-01,-7.117294690630535658e-01
-1.254409705477462555e+00,-8.001930390288881922e-02
-1.066122623216320342e+00,-1.066122623216320342e+00
0.000000000000000000e+00,0.000000000000000000e+00
-8.547077905432555189e-01,-8.547077905432555189e-01
-8.111028562772187867e-01,-8.111028562772187867e-01
-8.179019949614999563e-01,-5.387556187708700262e-02
-1.248882052144854260e+00,-1.248882052144854260e+00
0.000000000000000000e+00,0.000000000000000000e+00
-1.009571869482122963e+00,-9.407056310181166614e-02
-1.132320729644797019e+00,0.000000000000000000e+00
-1.127290449028349073e+00,-7.512442037108325865e-02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-1.042666032094648365e+00,-6.301615230367228759e-02
-6.965806634650666407e-01,-5.387192778074330335e-02
-1.224120299492847508e+00,-5.051257420876949233e-02
-9.983361104798862407e-01,-9.983361104798862407e-01
0.000000000000000000e+00,-9.145129964819538326e-01
-8.931418992341876306e-01,-8.931418992341876306e-01
-1.150452529493283915e+00,-1.150452529493283915e+00
0.000000000000000000e+00,-9.907190547198273523e-01
0.000000000000000000e+00,-7.721556165801961580e-01
-6.814339233000720197e-01,0.000000000000000000e+00
-1.008598202882798001e+00,-8.627271955288029481e-02
-1.277926156135892555e+00,-8.435254162545982592e-02
-1.145490596863891986e+00,-1.145490596863891986e+00
-8.680859628983160770e-01,-8.680859628983160770e-01
-7.667369119719653625e-01,-7.667369119719653625e-01
-7.546764398495039439e-01,0.000000000000000000e+00
-8.984076078664914311e-01,-8.984076078664914311e-01
-7.637576303158499780e-01,-7.637576303158499780e-01
-1.045265376062740170e+00,-1.045265376062740170e+00
-9.993428568208034823e-01,-9.993428568208034823e-01
-1.006083130413594207e+00,-1.006083130413594207e+00
-9.104846431422910502e-01,-9.104846431422910502e-01
-8.987803870065117495e-01,-8.987803870065117495e-01
-6.841095623813127080e-01,-6.841095623813127080e-01
0.000000000000000000e+00,-8.871384160608180025e-01
-7.877610657941476191e-01,-7.877610657941476191e-01
-1.016375743325464098e+00,0.000000000000000000e+00
-8.705637736562541473e-01,0.000000000000000000e+00
0.000000000000000000e+00,-6.738617710471789257e-01
-1.186017647521283580e+00,-5.197961125366459822e-02
0.000000000000000000e+00,-8.020528847387510263e-01
0.000000000000000000e+00,0.000000000000000000e+00
-9.969803173831270904e-01,-6.101583157647716416e-02
-1.047609982930468586e+00,-1.047609982930468586e+00
-8.111398360652045669e-01,0.000000000000000000e+00
-7.961129931833788032e-01,-8.650863459266093514e-02
-9.245536224561091698e-01,-9.245536224561091698e-01
-6.934289736423331352e-01,-6.183188117115972354e-02
-1.183286282430208392e+00,-5.643281642445701490e-02
-8.558633453655462020e-01,-7.626824427745464152e-02
-9.487390489105186342e-01,-9.487390489105186342e-01
-9.642785902166068901e-01,-9.642785902166068901e-01
-8.566864369713427241e-01,-5.104174261282382052e-02
-8.112977037369606403e-01,0.000000000000000000e+00
-1.167665908975743738e+00,-1.167665908975743738e+00
-8.513278816778255820e-01,-8.513278816778255820e-01
-1.236979128567867070e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.004243475660141716e+00
-6.535851838269203240e-01,0.000000000000000000e+00
-9.265470684585154215e-01,-6.829313554166809019e-02
0.000000000000000000e+00,-8.797512202726359698e-01
-6.811003131519873799e-01,0.000000000000000000e+00
-6.891497384791201997e-01,-4.809640274811752964e-02
0.000000000000000000e+00,-1.086829464671899448e+00
-1.081710528775971847e+00,-1.081710528775971847e+00
-9.818917766089534371e-01,-9.818917766089534371e-01
-7.160208276418887907e-01,0.000000000000000000e+00
-9.944283561218187906e-01,-5.436468822983524934e-02
-1.118353745073980665e+00,-1.118353745073980665e+00
-1.179070961581214050e+00,-1.179070961581214050e+00
-1.090144448112251307e+00,-1.090144448112251307e+00
-8.977565860229712591e-01,-8.977565860229712591e-01
-7.246131651304320576e-01,-7.246131651304320576e-01
0.000000000000000000e+00,0.000000000000000000e+00
-1.110390245740656034e+00,-8.017628163682825881e-02
0.000000000000000000e+00,-9.956030521876455541e-01
-1.272630113015392972e+00,-7.883333926762564614e-02
0.000000000000000000e+00,-6.838678492022880473e-01
-9.654131043478406671e-01,-8.046650680289361979e-02
-9.395824177048579529e-01,-9.395824177048579529e-01
-8.820740339655137596e-01,-7.454944662885878981e-02
-1.163648750253322373e+00,-1.163648750253322373e+00
0.000000000000000000e+00,0.000000000000000000e+00
-8.990244093107151446e-01,-4.638789243303872989e-02
-8.476896204182446937e-01,-8.476896204182446937e-01
-1.238269375238326031e+00,-1.238269375238326031e+00
-6.607287623661441955e-01,-6.607287623661441955e-01
-6.878428786790740102e-01,-6.878428786790740102e-01
0.000000000000000000e+00,0.000000000000000000e+00
-8.251936396111922978e-01,-8.251936396111922978e-01
-1.147328521792085221e+00,-9.088143070521703670e-02
-7.006164862431030205e-01,-7.006164862431030205e-01
-7.966877182054935558e-01,0.000000000000000000e+00
